Publication_date,Source,Scraped_category,Title,Summary,news_raw,Article_Url
05-09-2024,BBC,Tennis,How Britain's Draper became US Open semi-finalistAttributionTennisPosted6 days ago6d,How Britain's Draper became US Open semi-finalistAttributionTennisPosted6 days ago6d,How Britain's Draper became US Open semi-finalistAttributionTennisPosted6 days ago6d,https://www.bbc.com/sport/tennis/articles/cwy7enk947xo
02-09-2024,BBC,Tennis,Gauff suffers serving woes as US Open title defence endsAttributionTennisPosted2 September2 Sep,Gauff suffers serving woes as US Open title defence endsAttributionTennisPosted2 September2 Sep,Gauff suffers serving woes as US Open title defence endsAttributionTennisPosted2 September2 Sep,https://www.bbc.com/sport/tennis/articles/c8dp8qj3egmo
06-09-2024,BBC,Tennis,No caffeine or smartphones - the secrets of Draper's success,"BBC tennis correspondent Russell Fuller looks at the team and the sacrifices behind ""absolute tennis keeno"" Jack Draper's run to the US Open semi-finals.AttributionTennisPosted5 days ago5d","No caffeine or smartphones - the secrets of Draper's successBBC tennis correspondent Russell Fuller looks at the team and the sacrifices behind ""absolute tennis keeno"" Jack Draper's run to the US Open semi-finals.AttributionTennisPosted5 days ago5d",https://www.bbc.com/sport/tennis/articles/czdpm0rdqyjo
23-08-2024,BBC,Tennis,When Murray was crowned the boy king of QueensAttributionTennisPosted23 August23 Aug,When Murray was crowned the boy king of QueensAttributionTennisPosted23 August23 Aug,When Murray was crowned the boy king of QueensAttributionTennisPosted23 August23 Aug,https://www.bbc.com/sport/tennis/articles/cz9wky1gdq4o
01-08-2024,BBC,Tennis,The people v Andy Murray: Four weeks that changed him and usAttributionTennisPosted1 August1 Aug,The people v Andy Murray: Four weeks that changed him and usAttributionTennisPosted1 August1 Aug,The people v Andy Murray: Four weeks that changed him and usAttributionTennisPosted1 August1 Aug,https://www.bbc.com/sport/tennis/articles/c3g527q1z0vo
01-08-2024,BBC,Tennis,'Compelling on and off court' - a decade on tour with MurrayAttributionTennisPosted1 August1 Aug,'Compelling on and off court' - a decade on tour with MurrayAttributionTennisPosted1 August1 Aug,'Compelling on and off court' - a decade on tour with MurrayAttributionTennisPosted1 August1 Aug,https://www.bbc.com/sport/tennis/articles/c4nn1d30098o
11-07-2024,BBC,Tennis,"'Emotional, cruel, euphoric' - the incredible semi-finalAttributionTennisPosted11 July11 JulComments225","'Emotional, cruel, euphoric' - the incredible semi-finalAttributionTennisPosted11 July11 JulComments225","'Emotional, cruel, euphoric' - the incredible semi-finalAttributionTennisPosted11 July11 JulComments225",https://www.bbc.com/sport/tennis/articles/c978jmrj2j6o
14-06-2024,BBC,Tennis,"Federer on rivalries, retirements and the EurosAttributionTennisPosted14 June14 Jun","Federer on rivalries, retirements and the EurosAttributionTennisPosted14 June14 Jun","Federer on rivalries, retirements and the EurosAttributionTennisPosted14 June14 Jun",https://www.bbc.com/sport/tennis/articles/c722dwp47ppo
02-06-2024,BBC,Tennis,'Tennis finishing at 3am is unhealthy'AttributionTennisPosted2 June2 Jun,'Tennis finishing at 3am is unhealthy'AttributionTennisPosted2 June2 Jun,'Tennis finishing at 3am is unhealthy'AttributionTennisPosted2 June2 Jun,https://www.bbc.com/sport/tennis/articles/cpeel0nvy5xo
11-09-2024,BBC,Golf,'Europe must keep Solheim momentum rolling',Captain Suzann Pettersen says she will keep her assertive captaincy style as she attempts to steer Europe to Solheim Cup victory over the USA in Virginia.AttributionGolfPosted2 hours ago2h,'Europe must keep Solheim momentum rolling'Captain Suzann Pettersen says she will keep her assertive captaincy style as she attempts to steer Europe to Solheim Cup victory over the USA in Virginia.AttributionGolfPosted2 hours ago2h,https://www.bbc.com/sport/golf/articles/c80e8gjyrz1o
11-09-2024,BBC,Golf,'Fireworks expected as US seek Solheim success'AttributionGolfPosted12 hours ago12hComments107,'Fireworks expected as US seek Solheim success'AttributionGolfPosted12 hours ago12hComments107,'Fireworks expected as US seek Solheim success'AttributionGolfPosted12 hours ago12hComments107,https://www.bbc.com/sport/golf/articles/c7v52nq4y8do
11-09-2024,BBC,Golf,US team has 'unfinished business' with Europe - KordaAttributionGolfPosted18 hours ago18hComments51,US team has 'unfinished business' with Europe - KordaAttributionGolfPosted18 hours ago18hComments51,US team has 'unfinished business' with Europe - KordaAttributionGolfPosted18 hours ago18hComments51,https://www.bbc.com/sport/golf/articles/c20lx1m00n8o
10-09-2024,BBC,Golf,Europe warned to expect hostile Solheim Cup atmosphereAttributionGolfPosted1 day ago1d,Europe warned to expect hostile Solheim Cup atmosphereAttributionGolfPosted1 day ago1d,Europe warned to expect hostile Solheim Cup atmosphereAttributionGolfPosted1 day ago1d,https://www.bbc.com/sport/golf/articles/c5y3nv5dd3xo
09-09-2024,BBC,Golf,The Solheim Cup 2024: All you need to know as US host EuropeAttributionGolfPosted2 days ago2d,The Solheim Cup 2024: All you need to know as US host EuropeAttributionGolfPosted2 days ago2d,The Solheim Cup 2024: All you need to know as US host EuropeAttributionGolfPosted2 days ago2d,https://www.bbc.com/sport/golf/articles/cwyjengv88xo
10-09-2024,BBC,Golf,All you need to know about the 2024 Irish Open AttributionGolfPosted1 day ago1d,All you need to know about the 2024 Irish Open AttributionGolfPosted1 day ago1d,All you need to know about the 2024 Irish Open AttributionGolfPosted1 day ago1d,https://www.bbc.com/sport/golf/articles/cj62jxj3wn1o
10-09-2024,BBC,Golf,McKibbin braced for 'difficult' Irish Open testAttributionGolfPosted20 hours ago20h,McKibbin braced for 'difficult' Irish Open testAttributionGolfPosted20 hours ago20h,McKibbin braced for 'difficult' Irish Open testAttributionGolfPosted20 hours ago20h,https://www.bbc.com/sport/golf/articles/cjrdey0jz18o
09-09-2024,BBC,Golf,Wallace wins European Masters in play-offAttributionGolfPosted2 days ago2d,Wallace wins European Masters in play-offAttributionGolfPosted2 days ago2d,Wallace wins European Masters in play-offAttributionGolfPosted2 days ago2d,https://www.bbc.com/sport/golf/articles/ckg20gzppkwo
08-09-2024,BBC,Golf,Wallace retains lead at 'brutal' European MastersAttributionGolfPosted3 days ago3d,Wallace retains lead at 'brutal' European MastersAttributionGolfPosted3 days ago3d,Wallace retains lead at 'brutal' European MastersAttributionGolfPosted3 days ago3d,https://www.bbc.com/sport/golf/articles/cy84zr5z87jo
06-09-2024,BBC,Golf,Horschel pulls out of Irish Open because of injuryAttributionGolfPosted5 days ago5d,Horschel pulls out of Irish Open because of injuryAttributionGolfPosted5 days ago5d,Horschel pulls out of Irish Open because of injuryAttributionGolfPosted5 days ago5d,https://www.bbc.com/sport/golf/articles/cj356p4g7p5o
05-09-2024,BBC,Golf,McIlroy & Scheffler to face DeChambeau & Koepka in TV contestAttributionGolfPosted6 days ago4 SepComments218,McIlroy & Scheffler to face DeChambeau & Koepka in TV contestAttributionGolfPosted6 days ago4 SepComments218,McIlroy & Scheffler to face DeChambeau & Koepka in TV contestAttributionGolfPosted6 days ago4 SepComments218,https://www.bbc.com/sport/golf/articles/cgl23721z89o
02-09-2024,BBC,Golf,'A quartet of wins that show money doesn't buy golfing glory',"Sunday saw four different events of varying monetary value conclude, but each demonstrated the joy of emerging victorious from the heat of competition, writes Iain Carter.AttributionGolfPosted2 September2 SepComments197","'A quartet of wins that show money doesn't buy golfing glory'Sunday saw four different events of varying monetary value conclude, but each demonstrated the joy of emerging victorious from the heat of competition, writes Iain Carter.AttributionGolfPosted2 September2 SepComments197",https://www.bbc.com/sport/golf/articles/c62rez059jno
26-08-2024,BBC,Golf,'Ko's career highlight win banishes under-achiever tag'AttributionGolfPosted26 August26 AugComments152,'Ko's career highlight win banishes under-achiever tag'AttributionGolfPosted26 August26 AugComments152,'Ko's career highlight win banishes under-achiever tag'AttributionGolfPosted26 August26 AugComments152,https://www.bbc.com/sport/golf/articles/c623v5kxkvko
05-08-2024,BBC,Golf,"'Great crowds, a stellar leaderboard and true sporting legacy'AttributionOlympic GamesPosted5 August5 AugComments254","'Great crowds, a stellar leaderboard and true sporting legacy'AttributionOlympic GamesPosted5 August5 AugComments254","'Great crowds, a stellar leaderboard and true sporting legacy'AttributionOlympic GamesPosted5 August5 AugComments254",https://www.bbc.com/sport/olympics/articles/c75nnzw4241o
19-07-2024,BBC,Golf,'Low-key sympathy as good as it gets for diminished Woods'AttributionGolfPosted19 July19 Jul,'Low-key sympathy as good as it gets for diminished Woods'AttributionGolfPosted19 July19 Jul,'Low-key sympathy as good as it gets for diminished Woods'AttributionGolfPosted19 July19 Jul,https://www.bbc.com/sport/golf/articles/c4ng0rx2z69o
17-07-2024,BBC,Golf,The Postage Stamp: A simple hole with a severe priceAttributionGolfPosted17 July17 Jul,The Postage Stamp: A simple hole with a severe priceAttributionGolfPosted17 July17 Jul,The Postage Stamp: A simple hole with a severe priceAttributionGolfPosted17 July17 Jul,https://www.bbc.com/sport/golf/articles/c4ngw2x812go
19-07-2024,BBC,Golf,"'At one point, it was about getting round under 90'AttributionGolfPosted19 July19 Jul","'At one point, it was about getting round under 90'AttributionGolfPosted19 July19 Jul","'At one point, it was about getting round under 90'AttributionGolfPosted19 July19 Jul",https://www.bbc.com/sport/golf/articles/cqv5y48y8z1o
10-09-2024,BBC,Athletics,Ex-partner who killed Ugandan athlete dies from burns,Rebecca Cheptegei was set alight and later died after Dickson Ndiema ambushed her near her home.AttributionAfricaPosted21 hours ago21h,Ex-partner who killed Ugandan athlete dies from burnsRebecca Cheptegei was set alight and later died after Dickson Ndiema ambushed her near her home.AttributionAfricaPosted21 hours ago21h,https://www.bbc.com/news/articles/cx2e8el7wxlo
10-09-2024,BBC,Athletics,Glasgow 2026 bid has 'reputational and financial' riskAttributionCommonwealth GamesPosted21 hours ago21h,Glasgow 2026 bid has 'reputational and financial' riskAttributionCommonwealth GamesPosted21 hours ago21h,Glasgow 2026 bid has 'reputational and financial' riskAttributionCommonwealth GamesPosted21 hours ago21h,https://www.bbc.com/sport/articles/cj62l77z014o
08-09-2024,BBC,Athletics,Scott finishes second and McColgan fifth in Great North RunAttributionAthleticsPosted3 days ago3d,Scott finishes second and McColgan fifth in Great North RunAttributionAthleticsPosted3 days ago3d,Scott finishes second and McColgan fifth in Great North RunAttributionAthleticsPosted3 days ago3d,https://www.bbc.com/sport/athletics/articles/c89wj471dzvo
09-09-2024,BBC,Athletics,Kerr smashes 43-year record in winning 5th Avenue MileAttributionAthleticsPosted2 days ago2d,Kerr smashes 43-year record in winning 5th Avenue MileAttributionAthleticsPosted2 days ago2d,Kerr smashes 43-year record in winning 5th Avenue MileAttributionAthleticsPosted2 days ago2d,https://www.bbc.com/sport/athletics/articles/ce81r9e8pe0o
08-09-2024,BBC,Athletics,GB's Cockroft wins 800m for ninth Paralympic goldAttributionDisability SportPosted3 days ago3d,GB's Cockroft wins 800m for ninth Paralympic goldAttributionDisability SportPosted3 days ago3d,GB's Cockroft wins 800m for ninth Paralympic goldAttributionDisability SportPosted3 days ago3d,https://www.bbc.com/sport/articles/c7v54mrv053o
08-09-2024,BBC,Athletics,"I saw athlete on fire running towards me after attack, neighbour tells BBCAttributionAfricaPosted3 days ago3d","I saw athlete on fire running towards me after attack, neighbour tells BBCAttributionAfricaPosted3 days ago3d","I saw athlete on fire running towards me after attack, neighbour tells BBCAttributionAfricaPosted3 days ago3d",https://www.bbc.com/news/articles/czjyzv4l711o
07-09-2024,BBC,Athletics,Woodhall claims Paralympic gold month after wife's Olympic triumphAttributionDisability SportPosted4 days ago4d,Woodhall claims Paralympic gold month after wife's Olympic triumphAttributionDisability SportPosted4 days ago4d,Woodhall claims Paralympic gold month after wife's Olympic triumphAttributionDisability SportPosted4 days ago4d,https://www.bbc.com/sport/athletics/articles/cj9lxew2377o
07-09-2024,BBC,Athletics,Sandilands wins Paralympic gold in world-record timeAttributionDisability SportPosted4 days ago4d,Sandilands wins Paralympic gold in world-record timeAttributionDisability SportPosted4 days ago4d,Sandilands wins Paralympic gold in world-record timeAttributionDisability SportPosted4 days ago4d,https://www.bbc.com/sport/articles/c05jq287d12o
07-09-2024,BBC,Athletics,Paris to honour Olympic runner set on fire by ex-boyfriendAttributionWorldPosted4 days ago4d,Paris to honour Olympic runner set on fire by ex-boyfriendAttributionWorldPosted4 days ago4d,Paris to honour Olympic runner set on fire by ex-boyfriendAttributionWorldPosted4 days ago4d,https://www.bbc.com/news/articles/c05jqq47ynmo
06-09-2024,BBC,Athletics,GB's Pembroke wins javelin gold with new world recordAttributionDisability SportPosted5 days ago5d,GB's Pembroke wins javelin gold with new world recordAttributionDisability SportPosted5 days ago5d,GB's Pembroke wins javelin gold with new world recordAttributionDisability SportPosted5 days ago5d,https://www.bbc.com/sport/athletics/articles/cpqj8d7zpy0o
06-09-2024,BBC,Athletics,Richardson beats Alfred in 100m as Olympians shineAttributionAthleticsPosted5 days ago5d,Richardson beats Alfred in 100m as Olympians shineAttributionAthleticsPosted5 days ago5d,Richardson beats Alfred in 100m as Olympians shineAttributionAthleticsPosted5 days ago5d,https://www.bbc.com/sport/athletics/articles/cn49n7lgjgqo
20-08-2024,BBC,Athletics,East v West - Germany's drug-fuelled Cold War for medals,"At the end of the Cold War, East Germany's systematic doping secrets spilled out. The truth on the other side of the Berlin Wall has taken longer to emerge.AttributionOlympic GamesPosted20 August20 Aug","East v West - Germany's drug-fuelled Cold War for medalsAt the end of the Cold War, East Germany's systematic doping secrets spilled out. The truth on the other side of the Berlin Wall has taken longer to emerge.AttributionOlympic GamesPosted20 August20 Aug",https://www.bbc.com/sport/olympics/articles/crlrn9re3z5o
13-08-2024,BBC,Athletics,How can Africa improve its performance for LA 2028?AttributionOlympic GamesPosted13 August13 Aug,How can Africa improve its performance for LA 2028?AttributionOlympic GamesPosted13 August13 Aug,How can Africa improve its performance for LA 2028?AttributionOlympic GamesPosted13 August13 Aug,https://www.bbc.com/sport/olympics/articles/c4gdwy72ee5o
09-08-2024,BBC,Athletics,'Glad I didn't give up' - Johnson-Thompson's Olympic silver joyAttributionOlympic GamesPosted9 August9 Aug,'Glad I didn't give up' - Johnson-Thompson's Olympic silver joyAttributionOlympic GamesPosted9 August9 Aug,'Glad I didn't give up' - Johnson-Thompson's Olympic silver joyAttributionOlympic GamesPosted9 August9 Aug,https://www.bbc.com/sport/olympics/articles/c23l8z9e2d9o
06-08-2024,BBC,Athletics,The orphaned refugee planning to make Olympic historyAttributionOlympic GamesPosted6 August6 Aug,The orphaned refugee planning to make Olympic historyAttributionOlympic GamesPosted6 August6 Aug,The orphaned refugee planning to make Olympic historyAttributionOlympic GamesPosted6 August6 Aug,https://www.bbc.com/sport/olympics/articles/cd1dp0dzgl8o
05-08-2024,BBC,Athletics,How Lyles' torso decided greatest Olympics 100m finalAttributionOlympic GamesPosted5 August5 AugComments723,How Lyles' torso decided greatest Olympics 100m finalAttributionOlympic GamesPosted5 August5 AugComments723,How Lyles' torso decided greatest Olympics 100m finalAttributionOlympic GamesPosted5 August5 AugComments723,https://www.bbc.com/sport/olympics/articles/clwyy8jwp2go
08-07-2024,BBC,Athletics,'Ten Second Showdown' - five incredible 100m racesAttributionOlympic GamesPosted8 July8 Jul,'Ten Second Showdown' - five incredible 100m racesAttributionOlympic GamesPosted8 July8 Jul,'Ten Second Showdown' - five incredible 100m racesAttributionOlympic GamesPosted8 July8 Jul,https://www.bbc.com/sport/athletics/articles/c3g0p926569o
09-09-2024,BBC,Cycling,Tour of Britain winner Williams aims for 'peak' success,AttributionCyclingPosted2 days ago2d,Tour of Britain winner Williams aims for 'peak' successAttributionCyclingPosted2 days ago2d,https://www.bbc.com/sport/cycling/articles/crkmyz8866vo
09-09-2024,BBC,Cycling,Roglic wins record-equalling fourth Vuelta titleAttributionCyclingPosted2 days ago2d,Roglic wins record-equalling fourth Vuelta titleAttributionCyclingPosted2 days ago2d,Roglic wins record-equalling fourth Vuelta titleAttributionCyclingPosted2 days ago2d,https://www.bbc.com/sport/cycling/articles/cze5ze41lkro
09-09-2024,BBC,Cycling,GB's Williams claims Tour of Britain victoryAttributionCyclingPosted2 days ago2d,GB's Williams claims Tour of Britain victoryAttributionCyclingPosted2 days ago2d,GB's Williams claims Tour of Britain victoryAttributionCyclingPosted2 days ago2d,https://www.bbc.com/sport/cycling/articles/cql3n33kg7qo
08-09-2024,BBC,Cycling,Dunbar wins stage as Roglic all but seals VueltaAttributionCyclingPosted3 days ago3d,Dunbar wins stage as Roglic all but seals VueltaAttributionCyclingPosted3 days ago3d,Dunbar wins stage as Roglic all but seals VueltaAttributionCyclingPosted3 days ago3d,https://www.bbc.com/sport/cycling/articles/credr5deynro
08-09-2024,BBC,Cycling,"Magnier seals hat-trick of Tour of Britain stage wins, Williams leadsAttributionCyclingPosted3 days ago3d","Magnier seals hat-trick of Tour of Britain stage wins, Williams leadsAttributionCyclingPosted3 days ago3d","Magnier seals hat-trick of Tour of Britain stage wins, Williams leadsAttributionCyclingPosted3 days ago3d",https://www.bbc.com/sport/cycling/articles/cm237z131lno
06-09-2024,BBC,Cycling,Storey wins 19th Paralympic gold in thrilling road raceAttributionDisability SportPosted5 days ago5d,Storey wins 19th Paralympic gold in thrilling road raceAttributionDisability SportPosted5 days ago5d,Storey wins 19th Paralympic gold in thrilling road raceAttributionDisability SportPosted5 days ago5d,https://www.bbc.com/sport/cycling/articles/ce8d5l77rg1o
07-09-2024,BBC,Cycling,Roglic wins stage 19 to take Vuelta lead off O'ConnorAttributionCyclingPosted4 days ago4d,Roglic wins stage 19 to take Vuelta lead off O'ConnorAttributionCyclingPosted4 days ago4d,Roglic wins stage 19 to take Vuelta lead off O'ConnorAttributionCyclingPosted4 days ago4d,https://www.bbc.com/sport/cycling/articles/cr7rkd5j1xpo
07-09-2024,BBC,Cycling,Magnier wins stage four of Tour of BritainAttributionCyclingPosted4 days ago4d,Magnier wins stage four of Tour of BritainAttributionCyclingPosted4 days ago4d,Magnier wins stage four of Tour of BritainAttributionCyclingPosted4 days ago4d,https://www.bbc.com/sport/cycling/articles/cwy7mzw8gdyo
06-09-2024,BBC,Cycling,Berrade wins Vuelta stage 18 with late solo attackAttributionCyclingPosted5 days ago5d,Berrade wins Vuelta stage 18 with late solo attackAttributionCyclingPosted5 days ago5d,Berrade wins Vuelta stage 18 with late solo attackAttributionCyclingPosted5 days ago5d,https://www.bbc.com/sport/cycling/articles/c1m01edkdyjo
06-09-2024,BBC,Cycling,Injured Van Aert to miss rest of the seasonAttributionCyclingPosted5 days ago5d,Injured Van Aert to miss rest of the seasonAttributionCyclingPosted5 days ago5d,Injured Van Aert to miss rest of the seasonAttributionCyclingPosted5 days ago5d,https://www.bbc.com/sport/cycling/articles/c4gqkrrw8eyo
06-09-2024,BBC,Cycling,Williams wins back-to-back Tour of Britain stagesAttributionCyclingPosted5 days ago5d,Williams wins back-to-back Tour of Britain stagesAttributionCyclingPosted5 days ago5d,Williams wins back-to-back Tour of Britain stagesAttributionCyclingPosted5 days ago5d,https://www.bbc.com/sport/cycling/articles/c23l502g014o
05-09-2024,BBC,Cycling,Groves takes third win of 2024 Vuelta on stage 17AttributionCyclingPosted6 days ago4 Sep,Groves takes third win of 2024 Vuelta on stage 17AttributionCyclingPosted6 days ago4 Sep,Groves takes third win of 2024 Vuelta on stage 17AttributionCyclingPosted6 days ago4 Sep,https://www.bbc.com/sport/cycling/articles/c17gy24vy5po
05-09-2024,BBC,Cycling,Wales' Williams wins Tour of Britain stage two,Wales' Stephen Williams outsprints Julian Alaphilippe to win stage two of the Tour of Britain in Redcar and claim the overall lead.AttributionCyclingPosted6 days ago4 Sep,Wales' Williams wins Tour of Britain stage twoWales' Stephen Williams outsprints Julian Alaphilippe to win stage two of the Tour of Britain in Redcar and claim the overall lead.AttributionCyclingPosted6 days ago4 Sep,https://www.bbc.com/sport/cycling/articles/c0e8y2j7vn8o
03-09-2024,BBC,Cycling,Van Aert abandons Vuelta after crash as Soler wins stageAttributionCyclingPosted3 September3 Sep,Van Aert abandons Vuelta after crash as Soler wins stageAttributionCyclingPosted3 September3 Sep,Van Aert abandons Vuelta after crash as Soler wins stageAttributionCyclingPosted3 September3 Sep,https://www.bbc.com/sport/cycling/articles/cwyj0x8jy2jo
04-09-2024,BBC,Cycling,Storey wins 18th Paralympic gold on 'appalling' courseAttributionDisability SportPosted7 days ago4 Sep,Storey wins 18th Paralympic gold on 'appalling' courseAttributionDisability SportPosted7 days ago4 Sep,Storey wins 18th Paralympic gold on 'appalling' courseAttributionDisability SportPosted7 days ago4 Sep,https://www.bbc.com/sport/cycling/articles/cj4xgyze8pyo
03-09-2024,BBC,Cycling,Magnier wins Tour of Britain opening stageAttributionCyclingPosted3 September3 Sep,Magnier wins Tour of Britain opening stageAttributionCyclingPosted3 September3 Sep,Magnier wins Tour of Britain opening stageAttributionCyclingPosted3 September3 Sep,https://www.bbc.com/sport/cycling/articles/cy84dxxrmjzo
03-09-2024,BBC,Cycling,Saddling up on the high seas - the cyclists powering 50-mph yachtsPosted3 September3 SepComments207,Saddling up on the high seas - the cyclists powering 50-mph yachtsPosted3 September3 SepComments207,Saddling up on the high seas - the cyclists powering 50-mph yachtsPosted3 September3 SepComments207,https://www.bbc.com/sport/articles/c4ngydm1x55o
01-09-2024,BBC,Cycling,Pidcock claims UCI MTB world bronze as Hatherly winsAttributionCyclingPosted1 September1 Sep,Pidcock claims UCI MTB world bronze as Hatherly winsAttributionCyclingPosted1 September1 Sep,Pidcock claims UCI MTB world bronze as Hatherly winsAttributionCyclingPosted1 September1 Sep,https://www.bbc.com/sport/cycling/articles/c5yd7d41nzzo
01-09-2024,BBC,Cycling,"Castrillo wins Vuelta stage 15, Roglic closes on O'ConnorAttributionCyclingPosted1 September1 Sep","Castrillo wins Vuelta stage 15, Roglic closes on O'ConnorAttributionCyclingPosted1 September1 Sep","Castrillo wins Vuelta stage 15, Roglic closes on O'ConnorAttributionCyclingPosted1 September1 Sep",https://www.bbc.com/sport/cycling/articles/c86le6e8e0xo
